f_medidor_id,f_cliente_id,f_ts_utc,f_ano_mes_ref,f_valor_m3,f_pulsos,f_status_sensor,f_flag_vazamento,f_ingested_at,f_archived_at,_doc_id
MTR-0001,1,2024-03-25T01:00:00+00:00,2024-03,0.008576470588235295,9,1,False,2025-09-18T20:42:59.538000+00:00,,3Z3zYWwmiMwBFLom4ujB
MTR-0001,1,2024-03-28T23:00:00+00:00,2024-03,0.011070588235294119,11,1,False,2025-09-18T20:43:06.317000+00:00,,3euHvTj2ayFMhRnksmen
MTR-0001,1,2024-03-12T03:00:00+00:00,2024-03,0.008858823529411764,9,1,False,2025-09-18T20:42:37.006000+00:00,,3jfAy6vCGzZUExiSaNSo
MTR-0001,1,2024-03-31T04:00:00+00:00,2024-03,0.011988235294117647,12,1,False,2025-09-18T20:43:10.081000+00:00,,3jwSsg0PEOmsNf5rxiqk
MTR-0001,1,2024-03-25T20:00:00+00:00,2024-03,0.01048235294117647,10,1,False,2025-09-18T20:43:00.929000+00:00,,3pqHd5ZcFOY6w1x8jGot
MTR-0001,1,2024-03-27T10:00:00+00:00,2024-03,0.008576470588235295,9,1,False,2025-09-18T20:43:03.602000+00:00,,3yms2rlI7ZOskDzMsCU9
MTR-0001,1,2024-03-26T10:00:00+00:00,2024-03,0.007023529411764706,7,1,False,2025-09-18T20:43:01.891000+00:00,,48qB85Fv6US0mbWD7XJc
MTR-0001,1,2024-03-20T11:00:00+00:00,2024-03,0.008270588235294118,8,1,False,2025-09-18T20:42:51.620000+00:00,,4GbefwVwxnsNabVDlZ3E
MTR-0001,1,2024-03-27T18:00:00+00:00,2024-03,0.008952941176470589,9,1,False,2025-09-18T20:43:04.188000+00:00,,4Jnk4wAqwfnGEdDOOpoY
MTR-0001,1,2024-03-26T06:00:00+00:00,2024-03,0.007564705882352941,8,1,False,2025-09-18T20:43:01.620000+00:00,,4V6eu2SPthHYXG5fKTAH
MTR-0001,1,2024-03-19T14:00:00+00:00,2024-03,0.011211764705882353,11,1,False,2025-09-18T20:42:50.118000+00:00,,4akPDWMRZGrVP5TKUj6k
MTR-0001,1,2024-03-22T21:00:00+00:00,2024-03,0.010952941176470589,11,1,False,2025-09-18T20:42:55.794000+00:00,,4eKeq9P1peIe1IGJdkgu
MTR-0001,1,2024-03-11T21:00:00+00:00,2024-03,0.007352941176470588,7,1,False,2025-09-18T20:42:36.550000+00:00,,4zx1kwBCcl381Qn7SNAs
MTR-0001,1,2024-03-24T07:00:00+00:00,2024-03,0.011964705882352942,12,1,False,2025-09-18T20:42:58.251000+00:00,,53F4UR3Jkf3ACttjeeM7
MTR-0001,1,2024-03-30T06:00:00+00:00,2024-03,0.008411764705882353,8,1,False,2025-09-18T20:43:08.525000+00:00,,5FSAtevy8J97jR00xpsp
MTR-0001,1,2024-03-31T10:00:00+00:00,2024-03,0.012223529411764706,12,1,False,2025-09-18T20:43:10.506000+00:00,,5FUYAX7G2zbkOdjCscvO
MTR-0001,1,2024-03-16T21:00:00+00:00,2024-03,0.009988235294117647,10,1,False,2025-09-18T20:42:45.317000+00:00,,5K331sb6MdOmthYmFgFG
MTR-0001,1,2024-03-29T22:00:00+00:00,2024-03,0.011258823529411766,11,1,False,2025-09-18T20:43:07.955000+00:00,,5KUMrmm6pxdu5jpSZcwf
MTR-0001,1,2024-03-17T03:00:00+00:00,2024-03,0.012388235294117648,12,1,False,2025-09-18T20:42:45.877000+00:00,,5LOazNhDZB9QSa9Hyht8
MTR-0001,1,2024-03-16T09:00:00+00:00,2024-03,0.008270588235294118,8,1,False,2025-09-18T20:42:44.434000+00:00,,5UKdZkSPUMQDu7dMxxib
MTR-0001,1,2024-03-24T12:00:00+00:00,2024-03,0.009047058823529412,9,1,False,2025-09-18T20:42:58.597000+00:00,,5drvRhGEQLjkBVMGwGbU
MTR-0001,1,2024-03-21T11:00:00+00:00,2024-03,0.012764705882352942,13,1,False,2025-09-18T20:42:53.351000+00:00,,5jPAJGEK0qhwa8lnBRlT
MTR-0001,1,2024-03-31T19:00:00+00:00,2024-03,0.009470588235294118,9,1,False,2025-09-18T20:43:11.154000+00:00,,5swpWIr2ZWZg9FBi4WD3
MTR-0001,1,2024-03-21T12:00:00+00:00,2024-03,0.009,9,1,False,2025-09-18T20:42:53.424000+00:00,,5tiRar1kxgG0nk5RhVzc
MTR-0001,1,2024-03-18T23:00:00+00:00,2024-03,0.0114,11,1,False,2025-09-18T20:42:49.063000+00:00,,64ypFmoGAwbWPHgDTXFr
MTR-0001,1,2024-03-28T02:00:00+00:00,2024-03,0.009164705882352941,9,1,False,2025-09-18T20:43:04.779000+00:00,,6QvyN1SpnkyFX2ADJMGx
MTR-0001,1,2024-03-16T06:00:00+00:00,2024-03,0.007870588235294119,8,1,False,2025-09-18T20:42:44.218000+00:00,,6V0u14Ql3IWQQ0k0otM3
MTR-0001,1,2024-03-15T10:00:00+00:00,2024-03,0.011705882352941177,12,1,False,2025-09-18T20:42:42.795000+00:00,,6iHyvbBxJqkWQS4KsyPL
MTR-0001,1,2024-03-20T07:00:00+00:00,2024-03,0.010058823529411764,10,1,False,2025-09-18T20:42:51.331000+00:00,,6pUWpLF54Cm1hMXEVusk
MTR-0001,1,2024-03-21T21:00:00+00:00,2024-03,0.011023529411764706,11,1,False,2025-09-18T20:42:54.064000+00:00,,6rf71INzATyHhz0Q4IbJ
MTR-0001,1,2024-03-13T09:00:00+00:00,2024-03,0.010670588235294117,11,1,False,2025-09-18T20:42:39.251000+00:00,,6sVd3tpQ8zl8MV2V7yV0
MTR-0001,1,2024-03-16T00:00:00+00:00,2024-03,0.011211764705882353,11,1,False,2025-09-18T20:42:43.803000+00:00,,6shboTctfnXP180az1uq
MTR-0001,1,2024-03-11T18:00:00+00:00,2024-03,0.00951764705882353,10,1,False,2025-09-18T20:42:36.328000+00:00,,7Ai7boKtBVhSaMTsGmxT
MTR-0001,1,2024-03-21T06:00:00+00:00,2024-03,0.009823529411764707,10,1,False,2025-09-18T20:42:52.991000+00:00,,7FyUJsTwHlN246DygT1R
MTR-0001,1,2024-03-27T16:00:00+00:00,2024-03,0.008105882352941176,8,1,False,2025-09-18T20:43:04.036000+00:00,,7GLeR2Z2t1ziTbiByrV5
MTR-0001,1,2024-03-19T05:00:00+00:00,2024-03,0.008741176470588235,9,1,False,2025-09-18T20:42:49.492000+00:00,,7busXuFa8qjyzJIN5hpY
MTR-0001,1,2024-03-11T06:00:00+00:00,2024-03,0.008388235294117648,8,1,False,2025-09-18T20:42:35.368000+00:00,,7hiavHDdWN57qjkYi2yN
MTR-0001,1,2024-03-16T15:00:00+00:00,2024-03,0.007329411764705883,7,1,False,2025-09-18T20:42:44.875000+00:00,,83gWhBy9GR4lhPnPxF5j
MTR-0001,1,2024-03-31T16:00:00+00:00,2024-03,0.007470588235294118,7,1,False,2025-09-18T20:43:10.938000+00:00,,87qjs6xWbDHFvZe1emWy
MTR-0001,1,2024-03-22T11:00:00+00:00,2024-03,0.010505882352941177,11,1,False,2025-09-18T20:42:55.074000+00:00,,8kl23IxsHLnEfV0F6nTv
MTR-0001,1,2024-03-15T02:00:00+00:00,2024-03,0.009494117647058823,9,1,False,2025-09-18T20:42:42.217000+00:00,,8sAPFYawBYlF21iR4NOf
MTR-0001,1,2024-03-26T16:00:00+00:00,2024-03,0.008741176470588235,9,1,False,2025-09-18T20:43:02.314000+00:00,,8sV9FrTGgiql7enwdIi6
MTR-0001,1,2024-03-22T20:00:00+00:00,2024-03,0.009611764705882353,10,1,False,2025-09-18T20:42:55.721000+00:00,,8sp8Lt7mnDNeKmRsMOkE
MTR-0001,1,2024-03-12T00:00:00+00:00,2024-03,0.012647058823529412,13,1,False,2025-09-18T20:42:36.773000+00:00,,90yfsqxR87DDN7qMLUVm
MTR-0001,1,2024-03-14T08:00:00+00:00,2024-03,0.007352941176470588,7,1,False,2025-09-18T20:42:40.929000+00:00,,97nQFLwZO1nYBOl2AiU6
MTR-0001,1,2024-03-24T06:00:00+00:00,2024-03,0.007729411764705882,8,1,False,2025-09-18T20:42:58.175000+00:00,,9BhAZUkknQ4kP3TPUT5O
MTR-0001,1,2024-03-31T22:00:00+00:00,2024-03,0.009611764705882353,10,1,False,2025-09-18T20:43:11.378000+00:00,,9MRUHtLP9LECDYZqR6dP
MTR-0001,1,2024-03-11T04:00:00+00:00,2024-03,0.007894117647058824,8,1,False,2025-09-18T20:42:35.196000+00:00,,9Ng7iXRGy9gSOJ8rAgTJ
MTR-0001,1,2024-03-23T01:00:00+00:00,2024-03,0.00843529411764706,8,1,False,2025-09-18T20:42:56.078000+00:00,,9P8LHhyPr2co9mU6HqmU
MTR-0001,1,2024-03-16T12:00:00+00:00,2024-03,0.007,7,1,False,2025-09-18T20:42:44.651000+00:00,,9SuhDZdnbVMxZ4RHezEf
MTR-0001,1,2024-03-28T10:00:00+00:00,2024-03,0.009588235294117647,10,1,False,2025-09-18T20:43:05.372000+00:00,,9hrCt8PC6qOz0KgPj6g6
MTR-0001,1,2024-03-22T12:00:00+00:00,2024-03,0.012623529411764707,13,1,False,2025-09-18T20:42:55.145000+00:00,,9lbwMRQwqyo5eIQwdnjb
MTR-0001,1,2024-03-24T20:00:00+00:00,2024-03,0.008105882352941176,8,1,False,2025-09-18T20:42:59.181000+00:00,,9wW9TyED1CtmcUU0rG0Y
MTR-0001,1,2024-03-20T08:00:00+00:00,2024-03,0.00991764705882353,10,1,False,2025-09-18T20:42:51.403000+00:00,,A4fbDrVXLY9mFNw7Bw8R
MTR-0001,1,2024-03-13T21:00:00+00:00,2024-03,0.011964705882352942,12,1,False,2025-09-18T20:42:40.131000+00:00,,AFiWZLDoD0PajagqERbk
MTR-0001,1,2024-03-12T15:00:00+00:00,2024-03,0.01283529411764706,13,1,False,2025-09-18T20:42:37.958000+00:00,,AGRWSu1ZDMHq0cD6drUu
MTR-0001,1,2024-03-17T11:00:00+00:00,2024-03,0.010670588235294117,11,1,False,2025-09-18T20:42:46.466000+00:00,,AKNmduWakZztmrDsoSq8
MTR-0001,1,2024-03-20T12:00:00+00:00,2024-03,0.011376470588235293,11,1,False,2025-09-18T20:42:51.692000+00:00,,AL6MB6A9Lv1eABrruNXQ
MTR-0001,1,2024-03-16T04:00:00+00:00,2024-03,0.010294117647058823,10,1,False,2025-09-18T20:42:44.073000+00:00,,AZqszDCA3StU1m41KINs
MTR-0001,1,2024-03-27T08:00:00+00:00,2024-03,0.007494117647058823,7,1,False,2025-09-18T20:43:03.466000+00:00,,AjaheOwzxETs9wzEZwJu
MTR-0001,1,2024-03-29T13:00:00+00:00,2024-03,0.010011764705882354,10,1,False,2025-09-18T20:43:07.325000+00:00,,AtAOKWjaQxhi9UCMFtti
MTR-0001,1,2024-03-19T04:00:00+00:00,2024-03,0.011776470588235294,12,1,False,2025-09-18T20:42:49.415000+00:00,,B6fB2fbjHnFKlBStc8sn
MTR-0001,1,2024-03-18T12:00:00+00:00,2024-03,0.012529411764705883,13,1,False,2025-09-18T20:42:48.238000+00:00,,B7hRNSC3jcrsbzZdrPnj
MTR-0001,1,2024-03-16T13:00:00+00:00,2024-03,0.010976470588235294,11,1,False,2025-09-18T20:42:44.724000+00:00,,BFMmBppjum2Vim2Rsr0Q
MTR-0001,1,2024-03-17T07:00:00+00:00,2024-03,0.008105882352941176,8,1,False,2025-09-18T20:42:46.173000+00:00,,BHuUUkl1owZWpS8zXu0y
MTR-0001,1,2024-03-27T12:00:00+00:00,2024-03,0.012929411764705884,13,1,False,2025-09-18T20:43:03.747000+00:00,,Bb2YGt21eRNvIwsZYgGg
MTR-0001,1,2024-03-25T23:00:00+00:00,2024-03,0.009235294117647059,9,1,False,2025-09-18T20:43:01.146000+00:00,,BdDZitq5r9yZtYkz54rj
MTR-0001,1,2024-03-31T23:00:00+00:00,2024-03,0.012458823529411765,12,1,False,2025-09-18T20:43:11.450000+00:00,,Bleoom2Pj9ht8RcdZi36
MTR-0001,1,2024-03-22T05:00:00+00:00,2024-03,0.009023529411764706,9,1,False,2025-09-18T20:42:54.634000+00:00,,BmPnbz81VsBRcQgPx7BF
MTR-0001,1,2024-03-30T09:00:00+00:00,2024-03,0.007964705882352941,8,1,False,2025-09-18T20:43:08.736000+00:00,,CP0vNStznuahIsoLfUkQ
MTR-0001,1,2024-03-15T18:00:00+00:00,2024-03,0.011729411764705882,12,1,False,2025-09-18T20:42:43.380000+00:00,,CbOiYE8Ldn7gkIxABC0R
MTR-0001,1,2024-03-22T10:00:00+00:00,2024-03,0.007117647058823529,7,1,False,2025-09-18T20:42:55.002000+00:00,,CsL7KW71jIwrfTd0D2wR
MTR-0001,1,2024-03-30T20:00:00+00:00,2024-03,0.007329411764705883,7,1,False,2025-09-18T20:43:09.513000+00:00,,D10DmF07IC6I6jGzubvo
MTR-0001,1,2024-03-11T17:00:00+00:00,2024-03,0.011023529411764706,11,1,False,2025-09-18T20:42:36.256000+00:00,,D6AgBpKHSyqmdDwefsCV
MTR-0001,1,2024-03-17T04:00:00+00:00,2024-03,0.012952941176470589,13,1,False,2025-09-18T20:42:45.950000+00:00,,DE2ylQpTdIvnkADeceBV
MTR-0001,1,2024-03-21T18:00:00+00:00,2024-03,0.0074470588235294125,7,1,False,2025-09-18T20:42:53.848000+00:00,,DGlXjdm8QMOpdEG9N98F
MTR-0001,1,2024-03-27T17:00:00+00:00,2024-03,0.009823529411764707,10,1,False,2025-09-18T20:43:04.116000+00:00,,DKC1noeuDNrndRI0FRyx
MTR-0001,1,2024-03-18T01:00:00+00:00,2024-03,0.00831764705882353,8,1,False,2025-09-18T20:42:47.446000+00:00,,DQ7ZQkQg5WM2cXcUBU0J
MTR-0001,1,2024-03-17T13:00:00+00:00,2024-03,0.009023529411764706,9,1,False,2025-09-18T20:42:46.606000+00:00,,DVyi3CK54YIZmQiKTcxO
MTR-0001,1,2024-03-30T02:00:00+00:00,2024-03,0.00843529411764706,8,1,False,2025-09-18T20:43:08.234000+00:00,,DXebFCKxTWAHiY9sKVyv
MTR-0001,1,2024-03-17T10:00:00+00:00,2024-03,0.013000000000000001,13,1,False,2025-09-18T20:42:46.396000+00:00,,DcFuGph2Eu75rqCMzTfj
MTR-0001,1,2024-03-16T05:00:00+00:00,2024-03,0.007470588235294118,7,1,False,2025-09-18T20:42:44.146000+00:00,,DlvkmcAw5sEzdm8FxHZ2
MTR-0001,1,2024-03-31T20:00:00+00:00,2024-03,0.00831764705882353,8,1,False,2025-09-18T20:43:11.226000+00:00,,DpcbDGQAzShDpmZlKFo6
MTR-0001,1,2024-03-15T17:00:00+00:00,2024-03,0.00956470588235294,10,1,False,2025-09-18T20:42:43.308000+00:00,,DtlqfKObeear5TtN1Vpi
MTR-0001,1,2024-03-22T04:00:00+00:00,2024-03,0.0076352941176470596,8,1,False,2025-09-18T20:42:54.561000+00:00,,E8OaFJnzkg1Act3GIELP
MTR-0001,1,2024-03-21T03:00:00+00:00,2024-03,0.011376470588235293,11,1,False,2025-09-18T20:42:52.775000+00:00,,EGweWXvpELHVvjaBtnkw
MTR-0001,1,2024-03-30T04:00:00+00:00,2024-03,0.011870588235294119,12,1,False,2025-09-18T20:43:08.377000+00:00,,EdqYHOSOw3Pcg6LB26Dn
MTR-0001,1,2024-03-13T10:00:00+00:00,2024-03,0.009611764705882353,10,1,False,2025-09-18T20:42:39.323000+00:00,,EjDA280fzVW5IykQ7QhE
MTR-0001,1,2024-03-18T05:00:00+00:00,2024-03,0.01236470588235294,12,1,False,2025-09-18T20:42:47.727000+00:00,,EqWAACVoMFFKErO18oSH
MTR-0001,1,2024-03-25T11:00:00+00:00,2024-03,0.012623529411764707,13,1,False,2025-09-18T20:43:00.263000+00:00,,EvSghhSsltboFPy3r8h2
MTR-0001,1,2024-03-21T01:00:00+00:00,2024-03,0.010764705882352942,11,1,False,2025-09-18T20:42:52.630000+00:00,,EwkGsRjvtn6NA2Zz6YCP
MTR-0001,1,2024-03-18T18:00:00+00:00,2024-03,0.009729411764705882,10,1,False,2025-09-18T20:42:48.686000+00:00,,ExKaZSsGrIuK8924jlp1
MTR-0001,1,2024-03-22T07:00:00+00:00,2024-03,0.0114,11,1,False,2025-09-18T20:42:54.786000+00:00,,F9QH3vqhaaYt6wNItCNv
MTR-0001,1,2024-03-24T02:00:00+00:00,2024-03,0.011,11,1,False,2025-09-18T20:42:57.894000+00:00,,FHGi6faqYICr4GiLclEa
MTR-0001,1,2024-03-18T11:00:00+00:00,2024-03,0.01248235294117647,12,1,False,2025-09-18T20:42:48.166000+00:00,,FLwP5kcz9rcyc8mvosXa
MTR-0001,1,2024-03-19T16:00:00+00:00,2024-03,0.007870588235294119,8,1,False,2025-09-18T20:42:50.263000+00:00,,FZvjvcPUGFJMsEXTFFrI
MTR-0001,1,2024-03-27T04:00:00+00:00,2024-03,0.011423529411764706,11,1,False,2025-09-18T20:43:03.178000+00:00,,FgLoPUN1eacw4KRS6xla
MTR-0001,1,2024-03-18T07:00:00+00:00,2024-03,0.011376470588235293,11,1,False,2025-09-18T20:42:47.871000+00:00,,Fh9EOcPSnmVyJomvc1B6
MTR-0001,1,2024-03-23T17:00:00+00:00,2024-03,0.011164705882352941,11,1,False,2025-09-18T20:42:57.246000+00:00,,FkWlKry7PF9TYCwv9d0j
MTR-0001,1,2024-03-13T22:00:00+00:00,2024-03,0.009964705882352941,10,1,False,2025-09-18T20:42:40.203000+00:00,,Fr1Fc8uER5A69TvdoiCW
MTR-0001,1,2024-03-15T04:00:00+00:00,2024-03,0.008341176470588236,8,1,False,2025-09-18T20:42:42.362000+00:00,,FrwAhx7jq5asK5mkKpyW
MTR-0001,1,2024-03-24T03:00:00+00:00,2024-03,0.0102,10,1,False,2025-09-18T20:42:57.959000+00:00,,FzQGV2MQU7AysnR3WLe3
MTR-0001,1,2024-03-13T15:00:00+00:00,2024-03,0.010552941176470588,11,1,False,2025-09-18T20:42:39.684000+00:00,,GBUZlkwjqqLIuMsDYZC6
MTR-0001,1,2024-03-31T21:00:00+00:00,2024-03,0.008176470588235294,8,1,False,2025-09-18T20:43:11.307000+00:00,,GOcLE8fUAacEKhCiLRmU
MTR-0001,1,2024-03-31T00:00:00+00:00,2024-03,0.011847058823529412,12,1,False,2025-09-18T20:43:09.794000+00:00,,GSVonr6vFZZ9XMe1k0Rp
MTR-0001,1,2024-03-23T20:00:00+00:00,2024-03,0.012905882352941177,13,1,False,2025-09-18T20:42:57.454000+00:00,,GT7w9wfmQxBc7EMTYlXr
MTR-0001,1,2024-03-13T05:00:00+00:00,2024-03,0.011211764705882353,11,1,False,2025-09-18T20:42:38.961000+00:00,,GVd5z1AKa6iy41tZQIak
MTR-0001,1,2024-03-13T20:00:00+00:00,2024-03,0.01031764705882353,10,1,False,2025-09-18T20:42:40.061000+00:00,,GXz6VOtqCtTsS3z1201j
MTR-0001,1,2024-03-23T21:00:00+00:00,2024-03,0.008011764705882354,8,1,False,2025-09-18T20:42:57.526000+00:00,,GlQZ5LFmN8LBjxRfjV4n
MTR-0001,1,2024-03-17T15:00:00+00:00,2024-03,0.010576470588235295,11,1,False,2025-09-18T20:42:46.750000+00:00,,GuxDi2VWgLE0fUi04U0V
MTR-0001,1,2024-03-24T23:00:00+00:00,2024-03,0.01048235294117647,10,1,False,2025-09-18T20:42:59.396000+00:00,,H2WzJGPUAvDbwmLHobfw
MTR-0001,1,2024-03-25T13:00:00+00:00,2024-03,0.01288235294117647,13,1,False,2025-09-18T20:43:00.409000+00:00,,H34jyjwFemIsmSofLt5h
MTR-0001,1,2024-03-29T14:00:00+00:00,2024-03,0.0098,10,1,False,2025-09-18T20:43:07.397000+00:00,,H3oPtSimQi4d4eGeTgzx
MTR-0001,1,2024-03-30T14:00:00+00:00,2024-03,0.008576470588235295,9,1,False,2025-09-18T20:43:09.081000+00:00,,HKNAovUd7GwXWKOiv36J
MTR-0001,1,2024-03-17T02:00:00+00:00,2024-03,0.008623529411764705,9,1,False,2025-09-18T20:42:45.804000+00:00,,HUap2TMH78euKBw9PFxz
MTR-0001,1,2024-03-19T08:00:00+00:00,2024-03,0.00848235294117647,8,1,False,2025-09-18T20:42:49.701000+00:00,,HYtU0BZf8Qc9dfrdCjRZ
MTR-0001,1,2024-03-16T10:00:00+00:00,2024-03,0.0074470588235294125,7,1,False,2025-09-18T20:42:44.508000+00:00,,HbTkbBDP5eFMLGYF5gsg
MTR-0001,1,2024-03-30T21:00:00+00:00,2024-03,0.0072588235294117655,7,1,False,2025-09-18T20:43:09.586000+00:00,,HdCRVVgOMzFlqDCJWhoM
MTR-0001,1,2024-03-17T17:00:00+00:00,2024-03,0.011329411764705883,11,1,False,2025-09-18T20:42:46.894000+00:00,,HhXVmzjYrVUPX8c2YRWg
MTR-0001,1,2024-03-14T19:00:00+00:00,2024-03,0.009117647058823529,9,1,False,2025-09-18T20:42:41.723000+00:00,,I2tRmXqW8ULclDdWlbQa
MTR-0001,1,2024-03-21T04:00:00+00:00,2024-03,0.00768235294117647,8,1,False,2025-09-18T20:42:52.847000+00:00,,ICiiwVeZ9MCHzBjNe8NA
MTR-0001,1,2024-03-30T15:00:00+00:00,2024-03,0.007329411764705883,7,1,False,2025-09-18T20:43:09.153000+00:00,,IO7eidbm2yZSV4hyO1PW
MTR-0001,1,2024-03-18T04:00:00+00:00,2024-03,0.00928235294117647,9,1,False,2025-09-18T20:42:47.655000+00:00,,IPOHqJwgThNjI7gAxGkk
MTR-0001,1,2024-03-15T19:00:00+00:00,2024-03,0.008552941176470588,9,1,False,2025-09-18T20:42:43.452000+00:00,,IYK2AEPu7PGfNYAPTqla
MTR-0001,1,2024-03-19T00:00:00+00:00,2024-03,0.008576470588235295,9,1,False,2025-09-18T20:42:49.134000+00:00,,IcMUxPwxuAQB7r8Kmz2Q
MTR-0001,1,2024-03-26T15:00:00+00:00,2024-03,0.011188235294117646,11,1,False,2025-09-18T20:43:02.243000+00:00,,Ii5zHeb8sWXhNBYjK71v
MTR-0001,1,2024-03-11T07:00:00+00:00,2024-03,0.008105882352941176,8,1,False,2025-09-18T20:42:35.456000+00:00,,Ium8FZ6llhiRI79QJabg
MTR-0001,1,2024-03-26T07:00:00+00:00,2024-03,0.009094117647058824,9,1,False,2025-09-18T20:43:01.683000+00:00,,IyH4QqWhMhbpKfiwmm4v
MTR-0001,1,2024-03-14T05:00:00+00:00,2024-03,0.01151764705882353,12,1,False,2025-09-18T20:42:40.712000+00:00,,J9xgYCpZeJKdHSlXJ0fr
MTR-0001,1,2024-03-18T00:00:00+00:00,2024-03,0.01255294117647059,13,1,False,2025-09-18T20:42:47.375000+00:00,,JAMkKjyqeXIZ6wMvKRrD
